46350,46550,46150,10849578,46200
45550,46150,45500,9253930,45550
44850,45450,44700,7646421,45100
44750,44800,44350,7823843,44400
45950,45950,45250,7235395,45650
45250,46200,45250,6365573,46000
45750,46350,45200,9669368,45400
46200,46900,45850,8463073,46250
47350,47400,46250,11383522,46600
46000,46600,45750,12603534,46500
45800,46000,45600,9226097,45700
45200,45800,45200,7076774,45600
45200,45800,45200,6085066,45500
45750,45800,45200,9454913,45700
44850,45500,44850,7147785,45500
45450,45450,45000,10417690,45350
43750,44500,43650,7994928,44350
43750,44050,43400,11890424,43900
44200,44400,43400,16906541,43750
44800,45050,44300,8607439,44600
44800,45000,44550,6664872,44850
44300,44850,44050,8792182,44800
43600,44350,43450,11683682,44200
44050,44200,43700,12464135,43900
43400,43700,43000,9913497,43450
42950,43900,42500,15466580,43800
42600,42800,42150,11365999,42500
41850,42100,41300,14930618,41800
42550,42950,42150,24506881,42550
42500,43000,42350,8066669,42650
43800,43800,42400,13966305,42700
43900,44000,43250,12259006,43850
43700,43800,42400,11033339,43500
42600,43950,42350,18812133,43150
41650,42100,41550,15752397,42000
41950,42050,40850,13357951,41200
42700,43050,42550,7670185,42550
41300,43100,41300,11563730,42650
42500,43200,42350,7635079,42650
42600,43450,42450,14579512,42900
43900,44250,42450,23029718,42450
44300,44850,44200,10398754,44250
45250,45300,44400,12014907,44850
45900,46050,45300,6562916,45300
45500,46150,45400,8625126,45900
45150,46150,45100,8777517,46150
44200,45000,43800,9739982,44850
44250,45000,44100,10868965,44650
45400,45650,44150,13299267,44750
45050,45500,45000,6920566,45200
45400,45900,45100,6006957,45350
45750,46000,45250,8479710,45300
47200,47250,45500,12808747,45600
47300,47600,47000,5513658,47050
47150,47500,47000,8733019,47050
46050,46900,46000,7668936,46850
46700,46800,46150,13697399,46250
46400,46700,46050,11883995,46700
46700,46950,46200,6878761,46650
47250,47250,46150,8507909,46650
46950,47550,46600,8546339,46850
46150,47100,46150,12650168,46950
46750,46750,45800,12436570,46600
45200,45450,44850,7362129,45050
44500,44900,44200,11491713,44650
44950,45200,44300,6821306,44850
44750,45600,44250,9568081,45350
45500,45700,44900,9729811,45250
45300,45650,44800,8699728,45500
46850,47000,46250,12535911,46550
44600,46250,44050,21138016,45850
43800,44200,43100,9846242,44050
43950,44150,43450,8188876,43700
43800,44250,43700,16814163,44200
43700,44300,43550,18039161,43850
44250,44450,43700,8108343,43850
44300,44950,44150,11431977,44650
44400,44450,43650,10717408,43650
44450,44800,43800,7729069,43800
43400,44950,43400,11049749,44450
44000,44300,43700,10202544,44000
46000,46100,44800,12926539,44850
46400,46500,45100,23569321,45100
47000,47250,46750,8045211,46750
47350,47450,46500,7985547,46750
47400,47550,47050,7484716,47350
46500,47150,46450,6895772,47150
46500,47200,46200,8694009,46950
46750,47100,46500,11506720,46900
45850,46150,45450,6741395,45950
46750,46850,45650,10554643,46050
46600,47500,46150,17259341,47500
46400,46700,46000,11299738,46200
44650,46250,44650,13184367,46050
44500,45000,44250,11125044,45000
45700,45700,44650,12689196,44800
46800,47100,46200,15872001,46200
46650,46950,46250,13832454,46350
46650,47050,46150,21621145,46150
45050,45500,44350,16215017,45500
45000,45500,44600,17998914,45050
44300,44750,43750,22789395,44750
43050,43100,42350,14747623,43050
41350,42250,41350,11071079,42000
42750,42850,41850,9964356,42150
42700,42750,41900,11355701,42750
42000,42400,41950,11029256,42300
41700,42100,41450,11736903,41950
40050,41100,39850,11492756,41100
40450,40700,39850,11984996,40050
40350,40550,39950,11661063,40500
40000,40150,39600,14731699,39800
38650,39600,38300,17452708,39600
38000,39200,37950,12756554,38100
38000,38900,37800,12748997,38750
37450,37600,36850,14108958,37450
38300,38550,37450,12471493,37600
38250,38900,38200,9900267,38700
38700,38800,38100,10510643,38250
38400,38750,38300,12707675,38350
38500,39050,38300,9729530,38800
38200,38650,38100,14947080,38650
38600,39100,38500,11937617,38650
38900,39350,38850,9942037,39100
38300,39200,38300,11042101,38900
38650,39600,38650,11532968,39150
40650,40750,40000,26254646,40000
40250,40700,40150,12024279,40450
40600,40700,40200,10638766,40250
40450,40650,40000,14892263,40200
40900,41400,40850,11433083,40950
40600,41100,40450,14251826,40500
40900,41750,40850,12631983,41450
42650,42900,41900,14347746,42150
42750,43400,42400,12110702,43250
43850,43850,42900,8473511,43150
42800,43200,42750,6943099,43150
42900,43100,42500,8367091,43050
42150,42800,42100,6613009,42600
42450,42600,41900,5192638,42400
42000,42650,42000,5970796,42450
41800,42300,41800,10769589,42100
42450,43000,42100,9420664,42800
44050,44250,43450,7538720,43650
44050,44350,43500,5864067,44250
44500,44500,43800,6783344,44100
43900,44500,43400,9311126,44500
43850,45250,43700,8552566,45200
44450,44850,43900,7318500,44300
44900,45050,44050,12617397,44050
43600,44500,43400,11553998,44000
43750,43800,42950,7713625,43750
43750,43800,42900,9426777,43800
42450,42950,42150,13423132,42150
42900,43350,41700,17621480,42400
41400,43000,41000,14205190,42350
40850,41950,40550,14460521,41400
41100,41300,40400,14413864,41000
40600,41550,40550,19338170,41000
43050,43100,42250,13522825,42550
43300,43450,42550,9531231,43050
43450,43950,43200,8357648,43550
43950,44450,43700,8347725,44050
44150,44500,44000,8306193,44150
43700,44150,43350,6825677,43600
44050,44050,43350,7434522,43800
43200,44650,43200,12640906,44000
44000,44650,43100,19324537,43100
45250,45500,44500,10341349,45300
44200,45200,44200,6759464,44950
44800,45500,44550,10544165,44700
46450,46700,45700,6607188,45700
46450,46800,45800,6354983,46350
47250,47250,46300,11270515,46450
46950,47500,46450,15804586,47500
46550,47550,46550,14476906,47400
46850,47600,46400,13536966,47250
46000,46200,45700,9367454,46150
44950,45900,44700,9987090,45500
45550,45800,44900,8123384,45150
44550,44750,44000,18277942,44050
44900,45100,44500,12995269,44550
45550,45900,45050,9865790,45050
45450,45550,45000,9979838,45500
44500,45200,44400,18285508,44900
46200,46400,45800,9040553,46100
47300,47450,46400,9139998,46600
47550,47800,47200,6791255,47650
48200,48300,47300,8595084,47450
46950,47950,46700,12193231,47650
46750,46800,46400,5572374,46800
46800,46950,46300,7365976,46550
46100,46550,46000,5263782,46300
45900,46400,45550,6582535,46150
46150,46200,45700,6730918,46200
45150,46200,44900,11641656,46100
43700,44900,43700,9520270,44800
43500,44200,43500,7289124,43850
43800,44650,43700,10088229,44250
44850,45400,44850,6409259,45150
44950,45100,44650,9803831,45050
46150,46400,44850,16670643,45400
47000,47050,46450,12010886,46900
47000,47000,46550,6429338,46800
46300,46750,45900,9058174,46700
46150,46150,45750,6771979,45800
45850,45900,45450,8274944,45750
46050,46850,46050,7484499,46550
46200,46450,46000,8033607,46250
46550,46800,46350,5723035,46500
46450,47000,46450,4762460,46900
46100,47000,46000,7374946,46900
46250,46550,45900,7222471,46150
46350,46600,45950,8261363,46150
47100,47200,46150,10823782,46500
47000,47600,46700,10474547,47450
46700,47200,46450,10952645,46550
46150,46200,45600,8892953,45850
46800,46800,46000,7678719,46050
45800,46500,45750,11543389,46500
45900,46250,45450,11828104,45500
46400,46450,45400,11224077,46000
46200,46550,46100,10528665,46300
45500,46100,45200,11602464,45600
45500,45850,44650,17843706,44900
46700,47050,46050,8776763,46250
45750,46450,45750,10959655,46150
46500,47150,45500,13112253,45550
46250,47150,46200,14099635,46650
46850,47150,46600,12784800,46800
47450,48500,47000,15274752,47950
45900,47300,45900,11223166,47000
47050,47050,46150,10587711,46650
47000,47250,46200,10298006,47250
47450,47600,46850,12959316,47000
47200,47350,46500,15217971,47000
47600,47650,46200,16661870,46600
48500,48700,47650,17080892,47650
49000,49000,48200,20971729,48200
49700,49800,49250,12110569,49400
49750,50300,49350,10571312,49900
50200,50400,49600,16951706,49650
51800,51800,50500,13590016,50600
50800,51200,50700,9767171,51100
50500,51700,49950,13038499,51300
50400,50800,49850,63491109,50700
51300,51500,49100,20498098,49500
52200,52500,51300,8480437,51300
52500,53000,52000,9787820,52300
51000,52800,50800,15207266,52700
52000,52000,51100,8289275,51400
50600,52000,50400,17095490,51800
49900,49900,49350,6706570,49500
50300,50500,49400,10365440,49400
49200,50200,49150,15918683,49850
50200,50400,49100,18709146,49200
51000,51100,49900,14909272,50100
52000,52200,51200,10314997,51300
